acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Flavoparmelia soredians	Ascomycota	1469	10.67468246	2.753364572	Flavoparmelia soredians	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/flavoparmeliasoredians
Cirsium tuberosum	Tracheophyta	1470	9.397414909	2.01353931	Cirsium tuberosum	SPECIES		
Candelariella coralliza	Ascomycota	1471	6.894159611	3.074068792	Candelariella coralliza	SPECIES		
Pulmonaria montana	Tracheophyta	1473	8.220451865	2.215944519	Pulmonaria montana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pulmonariamontana
Entosthodon obtusus	Bryophyta	1474	8.451043566	2.114608161	Entosthodon obtusus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/entosthodonobtusus
Anogramma leptophylla	Tracheophyta	1474	15.40478711	2.244791552	Anogramma leptophylla	SPECIES		
Stipa parviflora	Tracheophyta	1475	15.42402745	2.935021397	Stipa parviflora	SPECIES		
Opuntia ficus-indica	Tracheophyta	1475	15.45712352	2.104865463	Opuntia ficus-indica	SPECIES		
Mibora minima	Tracheophyta	1476	11.9599496	2.279087458	Mibora minima	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/miboraminima
Lygeum spartum	Tracheophyta	1476	15.58183217	2.186545917	Lygeum spartum	SPECIES		
Cladonia pleurota	Ascomycota	1476	3.73665401	3.974346291	Cladonia pleurota	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniacoccifera
Sarcocapnos enneaphylla	Tracheophyta	1477	13.72528394	2.688965586	Sarcocapnos enneaphylla	SPECIES		
Bacidia rosella	Ascomycota	1479	8.484735774	2.863665774	Bacidia rosella	SPECIES		
Capsella rubella	Tracheophyta	1479	12.45413757	2.940903204	Capsella rubella	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/capsellarubella
Acrocordia conoidea	Ascomycota	1479	8.979699163	1.631040515	Acrocordia conoidea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/acrocordiaconoidea
Claviceps purpurea	Ascomycota	1480	6.488182299	2.83607691	Claviceps purpurea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/clavicepspurpurea
Syntrichia virescens	Bryophyta	1482	8.221592622	1.778997899	Syntrichia virescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/syntrichiavirescens
Taraxacum lacistophyllum	Tracheophyta	1482	7.953507995	1.053045682	Taraxacum lacistophyllum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumlacistophyllum
Melilotus indicus	Tracheophyta	1485	13.31567398	3.836222405	Melilotus indicus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/melilotusindicus
Allium lusitanicum	Tracheophyta	1487	8.098342952	3.013990904	Allium lusitanicum	SPECIES		
Rubus orthostachys	Tracheophyta	1488	7.774787335	0.667180298	Rubus orthostachys	SPECIES		
Lagerheimia subsalsa	Chlorophyta	1489	9.339734392	0.433985375	Lagerheimia subsalsa	SPECIES		
Biscogniauxia repanda	Ascomycota	1489	4.201553085	2.853895017	Biscogniauxia repanda	SPECIES		
Schroederia setigera	Chlorophyta	1490	8.543738021	1.158829074	Schroederia setigera	SPECIES		
Centaurea pinae	Tracheophyta	1491	11.73173207	1.466959179	Centaurea pinae	SPECIES		
Sedum hispanicum	Tracheophyta	1491	9.110641601	4.120660216	Sedum hispanicum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sedumhispanicum
Salvia glutinosa	Tracheophyta	1494	7.730809048	2.895232395	Salvia glutinosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/salviaglutinosa
Sagina micropetala	Tracheophyta	1494	8.451729018	0.829038989	Sagina micropetala	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/saginamicropetala
Dicranella cerviculata	Bryophyta	1494	5.663088637	3.237873082	Dicranella cerviculata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dicranellacerviculata
Rhizocarpon lavatum	Ascomycota	1495	5.478934366	3.486503274	Rhizocarpon lavatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rhizocarponlavatum
Lepidium densiflorum	Tracheophyta	1496	6.645914356	2.331938838	Lepidium densiflorum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lepidiumdensiflorum
Chaetomorpha melagonium	Chlorophyta	1498	6.867310676	3.28940108	Chaetomorpha melagonium	SPECIES		
Aster amellus	Tracheophyta	1499	8.455943492	2.240355433	Aster amellus	SPECIES		
Potamogeton acutifolius	Tracheophyta	1499	8.602432297	1.514047795	Potamogeton acutifolius	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/potamogetonacutifolius
Fallopia baldschuanica	Tracheophyta	1500	9.021800551	2.148759877	Fallopia baldschuanica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fallopiabaldschuanica
Marrubium supinum	Tracheophyta	1501	13.26202526	2.034351511	Marrubium supinum	SPECIES		
Palustriella falcata	Bryophyta	1502	3.262894194	3.450708789	Palustriella falcata	SPECIES		
Microcalicium disseminatum	Ascomycota	1502	4.398386612	2.840555364	Microcalicium disseminatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/microcaliciumdisseminatum
Aspicilia contorta	Ascomycota	1504	9.026145549	4.625732855	Aspicilia contorta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/aspiciliacontorta
Euphrasia salisburgensis	Tracheophyta	1506	5.12541909	5.124060016	Euphrasia salisburgensis	SPECIES		
Porella arboris-vitae	Marchantiophyta	1507	8.291545317	2.297453783	Porella arboris-vitae	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/porellaarborisvitae
Stachys byzantina	Tracheophyta	1508	8.114242329	2.063240823	Stachys byzantina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/stachysbyzantina
Silene colorata	Tracheophyta	1509	16.26315846	2.145990886	Silene colorata	SPECIES		
Lonicera tatarica	Tracheophyta	1509	6.364640923	2.237177666	Lonicera tatarica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/loniceratatarica
Ramboldia elabens	Ascomycota	1509	1.778157489	3.730389836	Ramboldia elabens	SPECIES		
Cladonia strepsilis	Ascomycota	1510	6.178146466	2.705101725	Cladonia strepsilis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniastrepsilis
Rhodophyllis divaricata	Rhodophyta	1510	9.114794524	2.292650886	Rhodophyllis divaricata	SPECIES		
Medicago monspeliaca	Tracheophyta	1511	15.58576308	3.096265407	Medicago monspeliaca	SPECIES		
Orchis simia	Tracheophyta	1512	12.02718059	2.776729146	Orchis simia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/orchissimia
Styrax officinalis	Tracheophyta	1513	17.28234279	2.45753604	Styrax officinalis	SPECIES		
Crepis albida	Tracheophyta	1514	12.16794417	2.407015703	Crepis albida	SPECIES		
Asparagus albus	Tracheophyta	1515	15.92064425	1.581368665	Asparagus albus	SPECIES		
Ranunculus penicillatus	Tracheophyta	1515	10.30135462	2.604701054	Ranunculus penicillatus	SPECIES		
Pyrenula chlorospila	Ascomycota	1518	9.394275195	1.712625066	Pyrenula chlorospila	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pyrenulachlorospila
Antirrhinum majus subsp. litigiosum	Tracheophyta	1519	13.76078168	1.913644755	Antirrhinum majus	SUBSPECIES	litigiosum	
Pseudoleskeella nervosa	Bryophyta	1520	3.445293383	3.266105615	Pseudoleskeella nervosa	SPECIES		
Morchella esculenta	Ascomycota	1522	7.885719661	2.31570859	Morchella esculenta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/morchellaesculenta
Myricaria germanica	Tracheophyta	1522	3.465971437	3.538582477	Myricaria germanica	SPECIES		
Erica ciliaris	Tracheophyta	1523	13.1874131	2.401510085	Erica ciliaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ericaciliaris
Ochrolechia microstictoides	Ascomycota	1523	5.650397365	2.815369961	Ochrolechia microstictoides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ochrolechiamicrostictoides
Harpalejeunea molleri	Marchantiophyta	1525	8.63283275	1.655516804	Harpalejeunea molleri	SPECIES		
Niphotrichum elongatum	Bryophyta	1525	5.514743663	3.966496817	Niphotrichum elongatum	SPECIES		
Peucedanum gallicum	Tracheophyta	1526	10.91880363	0.953676296	Peucedanum gallicum	SPECIES		
Allium paradoxum	Tracheophyta	1530	8.197750983	1.065343258	Allium paradoxum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/alliumparadoxum
Barbilophozia lycopodioides	Marchantiophyta	1532	1.977814654	3.62606809	Barbilophozia lycopodioides	SPECIES		
Arabis nova	Tracheophyta	1533	11.90326369	3.134876764	Arabis nova	SPECIES		
Atriplex longipes	Tracheophyta	1534	5.885547399	2.904392369	Atriplex longipes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/atriplexlongipes
Salix arbuscula	Tracheophyta	1537	0.867265405	2.503848752	Salix arbuscula	SPECIES		
Anomodon attenuatus	Bryophyta	1537	5.40952984	2.492181935	Anomodon attenuatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anomodonattenuatus
Rubus rudis	Tracheophyta	1540	8.618998339	1.004009784	Rubus rudis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubusrudis
Laburnum alpinum	Tracheophyta	1540	6.646872372	1.756499451	Laburnum alpinum	SPECIES		
Cypripedium calceolus	Tracheophyta	1540	5.122655814	3.465719029	Cypripedium calceolus	SPECIES		
Saxifraga tenuis	Tracheophyta	1541	-1.237924155	3.657097116	Saxifraga tenuis	SPECIES		
Pyrenula occidentalis	Ascomycota	1542	7.469322522	2.379013978	Pyrenula occidentalis	SPECIES		
Iris sibirica	Tracheophyta	1544	7.102151689	2.089946285	Iris sibirica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/irissibirica
Coccotylus truncatus	Rhodophyta	1544	6.369942437	3.118814902	Coccotylus truncatus	SPECIES		
Petalophyllum ralfsii	Marchantiophyta	1544	9.373224944	0.738044097	Petalophyllum ralfsii	SPECIES		
Sedum rubens	Tracheophyta	1548	14.03154235	3.091180995	Sedum rubens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sedumrubens
Calicium denigratum	Ascomycota	1548	1.743077236	2.139894286	Calicium denigratum	SPECIES		
Isopterygiopsis pulchella	Bryophyta	1551	2.462569112	4.715472755	Isopterygiopsis pulchella	SPECIES		
Meum athamanticum	Tracheophyta	1552	7.396164471	2.389559583	Meum athamanticum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/meumathamanticum
Stellaria cuspidata	Tracheophyta	1553	8.321566344	1.236662862	Stellaria cuspidata	SPECIES		
Brachythecium glareosum	Bryophyta	1553	6.564703289	3.488281999	Brachythecium glareosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/brachytheciumglareosum
Ionaspis lacustris	Ascomycota	1558	5.645905013	3.37661311	Ionaspis lacustris	SPECIES		
Thuja plicata	Tracheophyta	1560	8.42786591	1.755322697	Thuja plicata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/thujaplicata
Scapania paludicola	Marchantiophyta	1561	1.43794853	4.193830634	Scapania paludicola	SPECIES		
Phragmites australis subsp. altissimus	Tracheophyta	1561	17.87502116	3.023673335	Phragmites australis	SUBSPECIES	altissimus	
Reichardia intermedia	Tracheophyta	1562	16.02410073	1.666317978	Reichardia intermedia	SPECIES		
Orobanche alba	Tracheophyta	1563	9.771095713	3.252205106	Orobanche alba	SPECIES		
Hordeum bulbosum	Tracheophyta	1563	14.68621501	4.115405732	Hordeum bulbosum	SPECIES		
Chenopodiastrum hybridum	Tracheophyta	1566	6.959595355	1.668288653	Chenopodiastrum hybridum	SPECIES		
Euphrasia scottica	Tracheophyta	1568	7.134858549	1.203021957	Euphrasia scottica	SPECIES		
Lopadium disciforme	Ascomycota	1571	4.710622695	2.334537396	Lopadium disciforme	SPECIES		
Thamnolia vermicularis	Ascomycota	1572	0.762883815	4.960403611	Thamnolia vermicularis	SPECIES		
Athallia holocarpa	Ascomycota	1574	6.70539246	3.440722901	Athallia holocarpa	SPECIES		
Pinus strobus	Tracheophyta	1578	8.507610774	1.670212675	Pinus strobus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pinusstrobus
Punica granatum	Tracheophyta	1578	14.0705687	3.239479704	Punica granatum	SPECIES		
Huperzia appressa	Tracheophyta	1578	1.71194489	2.830005912	Huperzia appressa	SPECIES		
Umbilicaria proboscidea	Ascomycota	1579	0.599815536	4.770777902	Umbilicaria proboscidea	SPECIES		
Nepeta cataria	Tracheophyta	1580	8.19575673	2.405475674	Nepeta cataria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/nepetacataria
Spartina x townsendii	Tracheophyta	1580	8.59863423	1.029627938	Spartina x townsendii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/spartinaxtownsendii1
Euphrasia arctica subsp. borealis	Tracheophyta	1580	6.930868813	1.547357137	Euphrasia arctica subsp. borealis	SUBSPECIES		
Trifolium purpureum	Tracheophyta	1581	14.79510378	4.113045015	Trifolium purpureum	SPECIES		
Myriophyllum sibiricum	Tracheophyta	1581	2.204146331	2.944025861	Myriophyllum sibiricum	SPECIES		
Potentilla thuringiaca	Tracheophyta	1582	4.290813438	2.458024906	Potentilla thuringiaca	SPECIES		
Sideritis leucantha	Tracheophyta	1584	15.18852667	2.25040461	Sideritis leucantha	SPECIES		
Rhizocarpon petraeum	Ascomycota	1584	7.055184556	2.695229715	Rhizocarpon petraeum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rhizocarponconcentricum
Santolina rosmarinifolia	Tracheophyta	1584	12.75255848	2.464578547	Santolina rosmarinifolia	SPECIES		
Taraxacum hamatum	Tracheophyta	1585	7.421777114	1.325481507	Taraxacum hamatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumhamatum
Sagina nivalis	Tracheophyta	1586	-1.349424117	4.783260405	Sagina nivalis	SPECIES		
Orthotrichum rupestre	Bryophyta	1586	5.717478333	3.939819393	Orthotrichum rupestre	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/orthotrichumrupestre
Gentianella campestris subsp. suecica	Tracheophyta	1586	4.330051146	1.997859884	Gentianella campestris	SUBSPECIES	suecica	
Polydesmia pruinosa	Ascomycota	1587	7.413271577	2.209271769	Polydesmia pruinosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/polydesmiapruinosa
Nardia compressa	Marchantiophyta	1589	6.969542846	2.61540289	Nardia compressa	SPECIES		
Rumex crispus subsp. littoreus	Tracheophyta	1589	8.123431824	0.968215333	Rumex crispus	SUBSPECIES	littoreus	
Lecanora horiza	Ascomycota	1590	11.32943164	3.81192603	Lecanora horiza	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanorahoriza
Ochrolechia turneri	Ascomycota	1592	8.087986379	2.268596992	Ochrolechia turneri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ochrolechiaturneri
Paronychia suffruticosa	Tracheophyta	1595	15.17485251	1.673864945	Paronychia suffruticosa	SPECIES		
Squamarina cartilaginea	Ascomycota	1596	10.99265205	4.542092781	Squamarina cartilaginea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/squamarinacartilaginea
Euphorbia platyphyllos	Tracheophyta	1597	10.0436705	1.956832992	Euphorbia platyphyllos	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaplatyphyllos
Lecidea lapicida	Ascomycota	1598	4.166748613	4.411008342	Lecidea lapicida	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecidealapicida
Carpobrotus edulis	Tracheophyta	1598	14.15283086	2.74582492	Carpobrotus edulis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/carpobrotusedulis
Eryngium creticum	Tracheophyta	1599	18.27399805	2.308782722	Eryngium creticum	SPECIES		
Polystichum braunii	Tracheophyta	1599	4.292721586	2.220250235	Polystichum braunii	SPECIES		
Coronilla valentina	Tracheophyta	1600	13.9419201	2.422963043	Coronilla valentina	SPECIES		
Valeriana procurrens	Tracheophyta	1600	10.118805	1.055316619	Valeriana procurrens	SPECIES		
Sparganium erectum subsp. neglectum	Tracheophyta	1600	9.23282984	2.259624213	Sparganium erectum	SUBSPECIES	neglectum	http://ndff-ecogrid.nl/taxonomy/taxa/sparganiumerectumsubspneglectum
Erysimum nevadense subsp. gomez-campoi	Tracheophyta	1601	13.36712151	2.274139218	Erysimum nevadense subsp. gomez-campoi	SUBSPECIES		
Galium lucidum	Tracheophyta	1603	11.30987071	3.720027233	Galium lucidum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/galiumlucidum
Lithothamnion glaciale	Rhodophyta	1604	6.862026912	2.230715973	Lithothamnion glaciale	SPECIES		
Amaranthus albus	Tracheophyta	1605	11.95624874	3.631272631	Amaranthus albus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusalbus
Telekia speciosa	Tracheophyta	1605	6.874404938	1.707250793	Telekia speciosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/telekiaspeciosa
Rosa virginiana	Tracheophyta	1607	7.431052995	1.257737826	Rosa virginiana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rosavirginiana
Anthemis cotula	Tracheophyta	1608	10.37292592	2.939575777	Anthemis cotula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anthemiscotula
Tragopogon orientalis	Tracheophyta	1608	8.337075134	2.05513033	Tragopogon orientalis	SPECIES		
Carex paleacea	Tracheophyta	1611	4.224730204	2.495387104	Carex paleacea	SPECIES		
Osyris lanceolata	Tracheophyta	1613	16.20897611	1.057362405	Osyris lanceolata	SPECIES		
Rubus robiae	Tracheophyta	1615	8.547545097	0.79818535	Rubus robiae	SPECIES		
Thlaspi caerulescens subsp. brachypetalum	Tracheophyta	1616	5.728352615	1.874037454	Thlaspi caerulescens subsp. brachypetalum	SUBSPECIES		
Arnoseris minima	Tracheophyta	1618	9.676646545	2.239839427	Arnoseris minima	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arnoserisminima
Plumaria plumosa	Rhodophyta	1618	7.816866419	2.179134615	Plumaria plumosa	SPECIES		
Pterogonium gracile	Bryophyta	1619	8.83891073	3.005973185	Pterogonium gracile	SPECIES		
Lygos raetam	Tracheophyta	1620	19.427997	1.791743046	Lygos raetam	SPECIES		
Rosa subcanina	Tracheophyta	1620	6.409665869	2.101434564	Rosa subcanina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rosasubcanina
Dibaeis baeomyces	Ascomycota	1621	5.638382898	3.214884495	Dibaeis baeomyces	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dibaeisbaeomyces
Ramalina baltica	Ascomycota	1625	6.684385846	1.096013217	Ramalina baltica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ramalinabaltica
Dichotomococcus curvatus	Chlorophyta	1625	9.229718768	0.414736878	Dichotomococcus curvatus	SPECIES		
Pardoglossum cheirifolium	Tracheophyta	1627	13.93680961	2.594516579	Pardoglossum cheirifolium	SPECIES		
Anthyllis montana	Tracheophyta	1628	10.81209209	2.781749961	Anthyllis montana	SPECIES		
Phaeographis dendritica	Ascomycota	1628	9.327760742	0.782138141	Phaeographis dendritica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phaeographisdendritica
Lepidium graminifolium	Tracheophyta	1630	12.8647269	2.620022122	Lepidium graminifolium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lepidiumgraminifolium
Cinna latifolia	Tracheophyta	1631	2.119352158	1.826168161	Cinna latifolia	SPECIES		
Cladonia cenotea	Ascomycota	1632	3.450955251	3.554868727	Cladonia cenotea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniacenotea
Tremolecia atrata	Ascomycota	1632	3.139893717	5.066649665	Tremolecia atrata	SPECIES		
Coptidium lapponicum	Tracheophyta	1633	-1.01563334	3.19083852	Coptidium lapponicum	SPECIES		
Phlyctis agelaea	Ascomycota	1634	8.281773732	3.232157571	Phlyctis agelaea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phlyctisagelaea
Ranunculus pygmaeus	Tracheophyta	1634	-0.738941487	3.335465328	Ranunculus pygmaeus	SPECIES		
Corrigiola litoralis	Tracheophyta	1634	12.43495738	2.921101748	Corrigiola litoralis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/corrigiolalitoralis
Lycopodium dubium	Tracheophyta	1635	0.651421714	2.438105893	Lycopodium dubium	SPECIES		
Cotoneaster dielsianus	Tracheophyta	1635	7.504587419	1.483752389	Cotoneaster dielsianus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cotoneasterdielsianus
Umbilicaria hyperborea	Ascomycota	1635	0.450370738	4.583391641	Umbilicaria hyperborea	SPECIES		
Botrychium boreale	Tracheophyta	1636	0.558927603	2.206127173	Botrychium boreale	SPECIES		
Heteropogon contortus	Tracheophyta	1637	15.56804613	2.56955675	Heteropogon contortus	SPECIES		
Satureja innota	Tracheophyta	1639	14.3998717	1.716174472	Satureja innota	SPECIES		
Odontites luteus	Tracheophyta	1639	11.06614772	2.96979752	Odontites luteus	SPECIES		
Varicellaria lactea	Ascomycota	1640	6.652152409	2.512941957	Varicellaria lactea	SPECIES		
Lathyrus hirsutus	Tracheophyta	1642	11.14466837	2.743932749	Lathyrus hirsutus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lathyrushirsutus
Catapodium marinum	Tracheophyta	1642	11.71311355	3.48446346	Catapodium marinum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum
Elatine hydropiper	Tracheophyta	1645	5.493936489	2.745756587	Elatine hydropiper	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/elatinehydropiper
Brassica oleracea	Tracheophyta	1646	9.81816718	3.646863284	Brassica oleracea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/brassicaoleracea
Cytisus hirsutus	Tracheophyta	1647	9.795915679	2.369273484	Cytisus hirsutus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cytisushirsutus
Botrychium multifidum	Tracheophyta	1647	2.276194471	2.943122558	Botrychium multifidum	SPECIES		
Rinodina roboris	Ascomycota	1648	9.422799549	1.56577176	Rinodina roboris	SPECIES		
Carex alba	Tracheophyta	1650	7.461243799	2.245138352	Carex alba	SPECIES		
Taraxacum rubicundum	Tracheophyta	1650	7.857980042	1.37616535	Taraxacum rubicundum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumrubicundum
Peucedanum ostruthium	Tracheophyta	1650	5.959514932	2.290640753	Peucedanum ostruthium	SPECIES		
Pseudephebe pubescens	Ascomycota	1650	2.359573582	4.112661574	Pseudephebe pubescens	SPECIES		
Symphyotrichum lanceolatum	Tracheophyta	1651	9.039234988	2.339378156	Symphyotrichum lanceolatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/asterlanceolatus1
Anthyllis vulneraria subsp. gandogeri	Tracheophyta	1653	13.52531877	2.451413607	Anthyllis vulneraria	SUBSPECIES	gandogeri	
Bryopsis plumosa	Chlorophyta	1656	8.76397425	1.833468961	Bryopsis plumosa	SPECIES		
Galium maritimum	Tracheophyta	1657	12.76104534	2.943153579	Galium maritimum	SPECIES		
Lecania naegelii	Ascomycota	1657	8.561596146	2.981946	Lecania naegelii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanianaegelii
Lophozia sudetica	Marchantiophyta	1660	3.848124097	3.785424581	Lophozia sudetica	SPECIES		
Alchemilla murbeckiana	Tracheophyta	1660	1.68350922	2.641600753	Alchemilla murbeckiana	SPECIES		
Legousia speculum-veneris	Tracheophyta	1660	10.79252939	2.841206458	Legousia speculum-veneris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/legousiaspeculumveneris
Cladonia ochrochlora	Ascomycota	1661	6.701761602	2.576900434	Cladonia ochrochlora	SPECIES		
Solenopsora candicans	Ascomycota	1663	11.29137099	3.377131103	Solenopsora candicans	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/solenopsoracandicans
Ferula communis	Tracheophyta	1665	15.80949044	2.404447524	Ferula communis	SPECIES		
Calamagrostis varia	Tracheophyta	1667	6.795962083	2.859662512	Calamagrostis varia	SPECIES		
Fossombronia pusilla	Marchantiophyta	1668	9.211026889	1.621360512	Fossombronia pusilla	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fossombroniapusilla
Prasium majus	Tracheophyta	1670	16.85726553	1.562637802	Prasium majus	SPECIES		
Cudonia confusa	Ascomycota	1670	3.391281859	2.666054332	Cudonia confusa	SPECIES		
Scapania ornithopodioides	Marchantiophyta	1674	6.607882061	1.961691715	Scapania ornithopodioides	SPECIES		
Fumaria parviflora	Tracheophyta	1677	13.48828361	3.277285692	Fumaria parviflora	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fumariaparviflora
Anemone sylvestris	Tracheophyta	1679	7.144450102	2.248721446	Anemone sylvestris	SPECIES		
Oxytropis campestris	Tracheophyta	1679	4.134772664	3.624104516	Oxytropis campestris	SPECIES		
Pyrola norvegica	Tracheophyta	1680	0.759423131	2.3468444	Pyrola norvegica	SPECIES		
Taraxacum hamatiforme	Tracheophyta	1683	7.299741356	1.21544194	Taraxacum hamatiforme	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumhamatiforme
Picnomon acarna	Tracheophyta	1684	14.75865442	2.513303027	Picnomon acarna	SPECIES		
Flavoplaca citrina	Ascomycota	1685	7.088170501	3.091975055	Flavoplaca citrina	SPECIES		
Lichina pygmaea	Ascomycota	1687	8.668826275	1.568954899	Lichina pygmaea	SPECIES		
Rubus grabowskii	Tracheophyta	1687	7.692012553	0.91786769	Rubus grabowskii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubusgrabowskii
Lecanora varia	Ascomycota	1688	6.893799127	3.075286768	Lecanora varia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanoravaria
Taraxacum gelertii	Tracheophyta	1688	7.610365627	0.720459125	Taraxacum gelertii	SPECIES		
Tofieldia calyculata	Tracheophyta	1688	6.261087341	2.463839899	Tofieldia calyculata	SPECIES		
Lecanora jamesii	Ascomycota	1691	8.464415104	1.25121661	Lecanora jamesii	SPECIES		
Juncus minutulus	Tracheophyta	1692	7.631291613	3.967478924	Juncus minutulus	SPECIES		
Gelidium pusillum	Rhodophyta	1692	9.753991831	2.418131853	Gelidium pusillum	SPECIES		
Origanum syriacum	Tracheophyta	1692	19.03404945	1.796942798	Origanum syriacum	SPECIES		
Microbryum davallianum	Bryophyta	1696	10.4566622	3.288454413	Microbryum davallianum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/microbryumdavallianum
Pinguicula alpina	Tracheophyta	1698	1.726915143	3.60053062	Pinguicula alpina	SPECIES		
Silene mellifera	Tracheophyta	1699	14.19855839	2.558749749	Silene mellifera	SPECIES		
Nitophyllum punctatum	Rhodophyta	1699	9.048228848	1.964458353	Nitophyllum punctatum	SPECIES		
Teucrium capitatum subsp. gracillimum	Tracheophyta	1701	15.39205848	1.752478273	Teucrium capitatum	SUBSPECIES	gracillimum	
Drepanocladus cossonii	Bryophyta	1702	7.829074814	1.636967198	Drepanocladus cossonii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scorpidiumcossonii
